id,Age,Sex,Job,Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose
22623,46,female,3,own,little,rich,8906,11,business
22624,66,female,1,free,nan,moderate,15535,39,furniture/equipment
22625,61,male,0,rent,little,rich,10097,14,education
22626,32,female,1,rent,moderate,nan,543,38,furniture/equipment
22627,43,female,1,rent,rich,little,3553,16,domestic appliances
22628,29,female,1,own,nan,moderate,4906,25,car
22629,42,female,0,free,moderate,nan,336,24,car
22630,58,male,2,rent,little,rich,2136,16,domestic appliances
22631,22,male,0,own,moderate,nan,12648,25,radio/TV
22632,21,male,2,rent,nan,nan,10010,43,furniture/equipment
22633,61,male,1,own,rich,moderate,6784,35,domestic appliances
22634,65,male,1,free,rich,nan,6982,49,car
22635,58,male,3,rent,rich,nan,19535,40,education
22636,74,female,1,own,quite rich,little,966,16,business
22637,48,male,0,free,moderate,nan,8272,44,repairs
22638,20,female,1,own,moderate,nan,17415,44,repairs
22639,70,female,3,rent,quite rich,moderate,9729,20,education
22640,20,male,0,rent,nan,rich,16469,56,car
22641,43,female,3,rent,nan,moderate,10636,16,repairs
22642,67,female,3,own,little,moderate,879,43,business
22643,34,female,0,rent,nan,rich,10261,34,radio/TV
22644,27,male,2,rent,nan,rich,7522,30,furniture/equipment
22645,19,female,2,rent,rich,little,4224,14,education
22646,41,male,2,rent,moderate,rich,6159,23,car
22647,28,male,2,rent,rich,rich,4244,18,radio/TV
22648,41,female,3,own,moderate,moderate,6572,26,furniture/equipment
22649,52,male,3,rent,moderate,little,11323,17,education
22650,40,female,0,free,moderate,rich,1767,55,repairs
22651,49,male,0,rent,little,little,12755,57,radio/TV
22652,40,male,2,own,rich,rich,17325,48,radio/TV
22653,51,male,2,rent,quite rich,little,17326,44,furniture/equipment
22654,58,male,2,rent,quite rich,rich,496,41,car
22655,36,female,2,own,little,moderate,349,32,education
22656,19,male,2,own,rich,little,18040,31,domestic appliances
22657,68,female,3,rent,little,moderate,17306,21,repairs
22658,19,female,3,rent,little,nan,17344,32,domestic appliances
22659,32,female,3,own,rich,rich,12739,53,radio/TV
22660,73,female,3,own,nan,rich,13677,57,education
22661,38,male,2,rent,quite rich,moderate,5684,57,furniture/equipment
22662,52,male,3,own,quite rich,little,5306,48,domestic appliances
22663,22,female,2,rent,moderate,nan,10572,48,repairs
22664,60,female,3,rent,moderate,rich,17548,36,radio/TV
22665,44,female,3,free,quite rich,little,19828,13,business
22666,41,male,1,free,rich,rich,14280,51,car
22667,24,male,2,rent,little,rich,15721,36,education
22668,23,female,2,own,little,nan,1960,25,repairs
22669,63,male,3,own,little,nan,1925,19,radio/TV
22670,50,male,0,free,rich,little,14872,15,repairs
22671,66,male,2,free,rich,moderate,1480,42,car
22672,34,male,3,rent,rich,nan,14114,19,repairs
22673,63,female,2,rent,rich,little,15008,14,education
22674,59,male,2,own,rich,rich,14712,6,education
22675,47,female,0,free,rich,rich,2618,10,furniture/equipment
22676,25,female,0,free,moderate,little,210,41,business
22677,57,male,1,own,rich,little,16925,58,car
22678,63,female,0,own,quite rich,rich,6650,16,business
22679,24,male,3,free,moderate,nan,14000,51,education
22680,23,male,0,rent,moderate,little,8433,40,business
22681,21,female,1,rent,moderate,nan,10085,25,car
22682,18,female,3,rent,rich,little,13323,44,education
22683,32,male,0,own,little,little,11961,27,domestic appliances
22684,48,female,1,own,nan,nan,17402,20,furniture/equipment
22685,42,female,1,free,rich,moderate,3711,11,radio/TV
22686,64,male,0,own,nan,moderate,19711,24,repairs
22687,50,male,0,free,quite rich,little,15223,30,domestic appliances
22688,69,female,1,own,rich,rich,9622,40,business
22689,52,female,3,free,rich,rich,2697,53,radio/TV
22690,72,male,3,rent,nan,little,737,38,domestic appliances
22691,22,male,3,rent,quite rich,little,2698,23,furniture/equipment
22692,22,male,1,rent,moderate,moderate,8393,18,radio/TV
22693,53,male,1,free,moderate,nan,18379,17,business
22694,34,female,3,free,quite rich,nan,8783,55,car
22695,70,male,1,rent,moderate,little,475,42,furniture/equipment
22696,69,male,0,own,nan,moderate,5138,17,radio/TV
22697,31,male,2,free,nan,moderate,9324,28,furniture/equipment
22698,46,male,1,own,quite rich,nan,5962,34,domestic appliances
22699,25,male,0,rent,moderate,nan,19041,15,domestic appliances
22700,51,male,3,rent,moderate,little,15372,56,car
22701,57,male,3,own,rich,nan,19147,21,furniture/equipment
22702,18,female,1,free,moderate,rich,18356,22,car
22703,46,male,2,own,little,moderate,19087,12,radio/TV
22704,53,male,0,rent,rich,little,1580,19,education
22705,68,female,0,own,little,little,2967,6,repairs
22706,54,female,3,free,little,rich,18005,30,radio/TV
22707,46,female,2,rent,little,moderate,18875,25,domestic appliances
22708,22,female,3,own,quite rich,moderate,18080,19,radio/TV
22709,70,male,2,own,moderate,nan,14787,8,repairs
22710,49,female,0,own,rich,little,10096,39,furniture/equipment
22711,69,female,3,free,nan,nan,18344,51,radio/TV
22712,41,female,3,own,quite rich,moderate,11283,39,furniture/equipment
22713,36,male,3,own,rich,moderate,6077,32,education
22714,29,male,2,own,little,little,14205,34,radio/TV
22715,69,male,0,free,quite rich,moderate,9167,11,radio/TV
22716,18,female,2,own,rich,nan,6280,58,education
22717,24,male,3,free,moderate,rich,8285,44,furniture/equipment
22718,34,male,1,free,moderate,moderate,18635,27,education
22719,51,male,1,rent,quite rich,nan,14810,21,car
22720,60,female,0,rent,moderate,nan,9376,15,furniture/equipment
22721,24,male,0,free,moderate,rich,944,26,education
22722,34,male,0,free,little,nan,11156,15,domestic appliances
22723,20,female,1,rent,quite rich,rich,14413,56,domestic appliances
22724,46,male,1,free,nan,nan,17799,54,business
22725,39,female,3,rent,quite rich,moderate,4536,59,business
22726,55,male,0,own,little,moderate,13059,50,education
22727,71,female,2,rent,quite rich,rich,11668,53,domestic appliances
22728,60,male,0,own,rich,rich,10700,45,business
22729,46,female,0,free,quite rich,little,19567,21,radio/TV
22730,67,female,3,own,quite rich,little,17150,43,business
22731,67,female,3,free,little,rich,7036,26,furniture/equipment
22732,71,female,0,own,quite rich,nan,7318,17,repairs
22733,59,male,3,rent,rich,nan,12904,25,business
22734,22,female,2,own,quite rich,nan,14857,43,car
22735,47,female,1,free,moderate,little,5146,10,education
22736,40,male,2,rent,rich,moderate,17839,52,car
22737,72,female,1,own,quite rich,rich,19890,35,education
22738,38,female,3,rent,nan,little,4721,18,radio/TV
22739,73,female,1,own,quite rich,nan,4365,40,car
22740,43,male,2,free,moderate,little,7315,9,repairs
22741,71,male,1,own,moderate,nan,6488,36,radio/TV
22742,64,male,2,free,moderate,rich,6359,54,car
22743,38,male,1,rent,rich,moderate,14579,16,repairs
22744,37,female,3,rent,nan,moderate,7810,45,repairs
22745,40,female,0,free,rich,moderate,3908,42,education
22746,21,male,1,free,quite rich,nan,2532,39,furniture/equipment
22747,38,female,2,rent,nan,moderate,16206,49,education
22748,38,male,3,free,little,moderate,8702,8,furniture/equipment
22749,18,female,1,own,quite rich,rich,18219,38,business
22750,32,male,3,rent,rich,little,11033,33,business
22751,34,male,0,free,little,little,12741,39,domestic appliances
22752,68,male,2,free,quite rich,little,8553,17,education
22753,31,male,0,own,quite rich,moderate,6673,15,radio/TV
22754,36,female,3,own,nan,little,3549,32,repairs
22755,67,male,0,own,rich,rich,13021,46,business
22756,51,male,3,own,moderate,moderate,3926,33,car
22757,23,female,0,own,little,moderate,10366,44,car
22758,62,male,2,free,rich,nan,11050,17,furniture/equipment
22759,66,male,1,rent,moderate,little,9270,18,education
22760,23,female,0,rent,little,rich,13422,51,car
22761,70,female,2,free,quite rich,moderate,2429,44,car
22762,71,male,1,own,little,little,2811,29,business
22763,22,female,3,own,rich,moderate,15069,42,furniture/equipment
22764,24,male,1,free,nan,little,11303,15,car
22765,50,male,3,rent,nan,nan,12261,36,furniture/equipment
22766,30,female,2,rent,little,rich,3171,21,furniture/equipment
22767,68,male,2,free,nan,little,3686,48,education
22768,71,female,1,own,rich,little,19264,37,radio/TV
22769,18,female,1,rent,moderate,moderate,10378,45,furniture/equipment
22770,30,female,3,own,nan,rich,18829,31,repairs
22771,60,male,0,free,rich,little,18871,39,repairs
22772,44,male,1,rent,little,little,12563,44,repairs
22773,24,female,0,free,little,rich,10285,36,furniture/equipment
22774,69,female,3,own,rich,nan,14365,40,repairs
22775,20,female,0,own,rich,nan,17286,20,domestic appliances
22776,42,female,1,own,nan,little,15318,18,furniture/equipment
22777,50,male,2,free,moderate,moderate,15738,19,education
22778,57,male,1,free,little,nan,11279,39,car
22779,34,female,0,rent,rich,rich,13995,43,car
22780,62,male,1,own,moderate,moderate,15526,51,business
22781,31,female,1,free,little,rich,3802,38,furniture/equipment
22782,54,female,2,own,rich,moderate,17074,30,furniture/equipment
22783,73,male,0,own,moderate,moderate,10908,28,radio/TV
22784,71,female,0,own,nan,moderate,11423,40,domestic appliances
22785,40,female,0,own,little,moderate,17053,59,radio/TV
22786,41,male,0,own,quite rich,moderate,19179,13,education
22787,46,female,2,rent,rich,little,6239,55,business
22788,55,female,3,own,quite rich,little,14631,31,radio/TV
22789,71,male,3,free,little,nan,9325,34,business
22790,44,male,2,free,nan,nan,3533,33,domestic appliances
22791,55,male,0,own,little,rich,214,18,furniture/equipment
22792,70,male,1,own,nan,little,5735,48,furniture/equipment
22793,57,male,0,rent,little,little,6828,28,furniture/equipment
22794,62,female,3,free,moderate,moderate,6235,9,car
22795,67,female,1,rent,quite rich,moderate,16714,17,education
22796,40,male,3,free,moderate,moderate,295,24,business
22797,48,male,0,own,little,nan,13418,49,business
22798,53,male,3,own,moderate,moderate,13375,18,car
22799,34,male,2,own,little,little,9929,10,car
22800,54,male,2,own,little,moderate,14292,50,business
22801,20,female,0,own,little,little,18433,35,furniture/equipment
22802,53,male,1,rent,nan,little,18380,59,car
22803,72,male,1,free,nan,rich,6579,29,domestic appliances
22804,22,female,1,rent,rich,rich,387,35,radio/TV
22805,63,male,2,free,nan,little,15028,13,furniture/equipment
22806,32,female,1,rent,quite rich,little,10736,43,furniture/equipment
22807,69,male,3,own,little,moderate,7761,12,radio/TV
22808,66,female,3,free,little,moderate,4281,46,repairs
22809,23,male,1,free,nan,rich,14898,53,radio/TV
22810,27,male,1,rent,nan,moderate,8343,52,domestic appliances
22811,71,female,2,rent,quite rich,little,9770,38,domestic appliances
22812,49,female,0,own,little,little,3884,24,furniture/equipment
22813,40,male,2,free,moderate,nan,6335,59,repairs
22814,65,female,2,own,nan,little,19952,29,domestic appliances
22815,34,male,0,rent,moderate,little,14930,54,radio/TV
22816,63,female,3,free,quite rich,rich,19732,58,education
22817,37,female,0,own,nan,nan,12597,33,repairs
22818,61,male,1,rent,quite rich,nan,14923,42,business
22819,58,male,3,rent,quite rich,moderate,1112,21,furniture/equipment
22820,32,female,3,rent,nan,moderate,19698,28,furniture/equipment
22821,61,male,1,own,moderate,moderate,17851,55,car
22822,63,female,0,free,little,nan,17867,16,education
22823,39,male,1,own,little,little,4330,31,business
22824,67,male,3,rent,little,moderate,13802,27,business
22825,69,female,0,rent,moderate,rich,17164,55,radio/TV
22826,23,male,3,rent,rich,little,7929,36,business
22827,21,female,3,own,moderate,rich,10724,39,furniture/equipment
22828,40,female,1,rent,moderate,nan,5377,38,repairs
22829,61,male,2,free,little,little,4558,32,car
22830,62,male,1,own,quite rich,nan,18130,30,education
22831,36,female,3,free,little,little,18877,21,education
22832,71,female,0,rent,moderate,moderate,1757,21,repairs
22833,62,female,0,own,moderate,moderate,2473,52,radio/TV
22834,48,female,2,rent,rich,rich,1427,45,education
22835,61,female,1,own,rich,nan,8367,8,business
22836,69,male,3,rent,quite rich,rich,1471,59,radio/TV
22837,20,female,0,own,rich,little,18332,27,car
22838,45,female,1,own,rich,nan,4848,53,education
22839,20,female,0,own,quite rich,nan,13572,26,business
22840,31,female,3,rent,nan,nan,6221,42,education
22841,35,female,1,rent,nan,little,11225,31,education
22842,44,female,3,rent,moderate,moderate,4012,56,radio/TV
22843,68,female,2,own,nan,little,18312,16,furniture/equipment
22844,27,female,3,rent,moderate,nan,16689,13,repairs
22845,66,female,3,free,moderate,little,15907,59,business
22846,32,female,1,own,rich,little,16801,12,repairs
22847,36,male,3,free,rich,little,5877,15,education
22848,26,male,3,free,nan,moderate,9658,29,furniture/equipment
22849,21,male,1,free,quite rich,little,7312,19,radio/TV
22850,32,female,0,own,quite rich,moderate,3328,43,radio/TV
22851,68,female,1,own,moderate,rich,8675,26,radio/TV
22852,65,female,0,rent,quite rich,little,9611,56,education
22853,25,female,0,free,rich,nan,10503,24,car
22854,66,female,1,own,moderate,little,6914,50,radio/TV
22855,70,male,0,rent,quite rich,moderate,1813,6,furniture/equipment
22856,18,female,2,rent,moderate,little,14119,46,education
22857,24,female,1,rent,little,moderate,12968,45,car
22858,70,female,2,own,little,moderate,15785,35,education
22859,48,female,1,free,moderate,rich,14245,21,education
22860,35,female,3,own,little,little,13094,42,furniture/equipment
22861,29,female,0,own,quite rich,nan,11788,28,domestic appliances
22862,65,male,2,rent,rich,rich,12258,52,business
22863,47,female,2,free,rich,nan,18477,56,repairs
22864,50,male,3,own,little,little,11232,37,repairs
22865,64,female,0,free,moderate,little,10717,26,furniture/equipment
22866,24,female,1,own,rich,nan,4959,43,education
22867,45,female,1,free,quite rich,nan,14475,32,domestic appliances
22868,66,male,1,rent,little,rich,5573,21,business
22869,20,female,1,rent,rich,moderate,15074,34,repairs
22870,60,male,2,free,quite rich,nan,9393,32,business
22871,23,female,0,rent,moderate,moderate,11208,13,car
22872,48,female,3,own,little,moderate,18808,10,radio/TV
22873,55,female,3,own,nan,rich,5552,21,business
22874,32,female,3,free,nan,moderate,1501,21,radio/TV
22875,24,male,0,free,quite rich,rich,14397,9,radio/TV
22876,60,female,2,rent,little,rich,13941,49,radio/TV
22877,47,male,0,free,quite rich,rich,12839,36,education
22878,44,male,0,rent,moderate,nan,14892,18,car
22879,34,female,0,own,moderate,rich,12944,45,furniture/equipment
22880,72,male,3,own,rich,nan,11942,14,radio/TV
22881,35,male,2,free,rich,little,5526,13,furniture/equipment
22882,39,female,2,own,rich,little,6661,43,repairs
22883,73,male,0,rent,rich,rich,7918,37,repairs
22884,70,male,2,free,nan,nan,15869,15,education
22885,43,female,2,own,rich,nan,1487,29,repairs
22886,68,female,2,own,nan,nan,15371,18,education
22887,44,male,1,own,moderate,little,8370,19,business
22888,57,male,3,own,quite rich,little,6839,46,domestic appliances
22889,41,male,2,free,rich,nan,19292,45,education
22890,69,male,3,rent,rich,moderate,4124,57,business
22891,25,male,1,free,little,rich,12486,11,furniture/equipment
22892,38,female,0,free,moderate,nan,5572,42,furniture/equipment
22893,46,male,0,own,moderate,little,1116,45,car
22894,60,male,0,free,little,rich,16125,42,repairs
22895,38,female,3,rent,little,nan,6713,30,car
22896,20,female,2,free,moderate,little,5123,14,car
22897,48,male,1,free,nan,little,8780,55,business
22898,72,female,2,rent,nan,nan,3896,33,furniture/equipment
22899,44,male,3,rent,nan,moderate,14534,37,radio/TV
22900,63,female,0,own,nan,nan,6948,41,furniture/equipment
22901,44,female,1,rent,moderate,rich,12707,17,radio/TV
22902,26,female,2,rent,little,rich,12000,17,repairs
22903,74,female,2,own,quite rich,nan,7799,54,business
22904,50,female,0,own,rich,nan,10819,26,repairs
22905,50,male,2,own,little,little,17817,31,domestic appliances
22906,43,male,2,rent,little,rich,5503,30,furniture/equipment
22907,45,female,0,free,nan,little,5892,33,education
22908,61,female,3,free,moderate,rich,725,45,car
22909,60,female,3,free,little,moderate,19089,19,education
22910,48,female,1,rent,rich,little,12906,52,furniture/equipment
22911,70,male,2,own,nan,rich,6811,56,education
22912,18,female,3,free,rich,little,18181,10,business
